Focal Animal Recording
(c)Michael J. Renner

Observer:,Mr
Study Code:,Sass
Indiv ID:,r12051
Obs Site:,Blank Park Zoo
Obs Type:,Live
Weather:,Sunny
Temperature:,
Behavior Date:,2020-3-18
Behavior Time:,11:31 AM
Ethogram:,2020 sas.csv
Coding Began:,03/18/2020 11:33:00 AM
Coding Ended:,03/18/2020 11:38:02 AM
Session duration:,00:05:02
App Version:,1.0.39.0

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:33:00,00:00:24.6393155,00:00:24.6393155
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Locomotion,11:33:24,00:00:07.5787723,00:00:32.2180878
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:33:32,00:00:35.3303540,00:01:07.5484418
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Scratch,11:34:07,00:00:02.2244048,00:01:09.7728466
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:34:09,00:00:31.8711766,00:01:41.6440232
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Locomotion,11:34:41,00:00:05.4062796,00:01:47.0503028
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:34:47,00:00:14.3567591,00:02:01.4070619
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Locomotion,11:35:01,00:00:03.3602044,00:02:04.7672663
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Tactile/explore,11:35:04,00:00:07.6067342,00:02:12.3740005
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:35:12,00:00:13.1854254,00:02:25.5594259
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Scratch,11:35:25,00:00:08.7126676,00:02:34.2720935
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:35:34,00:00:06.8823116,00:02:41.1544051
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Eat/drink,11:35:41,00:00:03.3963599,00:02:44.5507650
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Locomotion,11:35:44,00:00:03.2254424,00:02:47.7762074
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:35:47,00:00:09.5470985,00:02:57.3233059
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Locomotion,11:35:57,00:00:19.9931809,00:03:17.3164868
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Pacing,11:36:17,00:00:04.8812519,00:03:22.1977387
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Inactive,11:36:22,00:00:04.7916846,00:03:26.9894233
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Eat/drink,11:36:27,00:00:16.8926315,00:03:43.8820548
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Locomotion,11:36:43,00:00:05.7037279,00:03:49.5857827
Mr,r12051,Sunny,,2020-3-18,1.0.39.0,Eat/drink,11:36:49,00:01:11.5448143,00:05:01.1305970

BehavCode, Occurrences, totalTime
Inactive,8,00:02:20.6041253
Threat,0,00:00:00
Eat/drink,3,00:01:31.8338057
Locomotion,6,00:00:45.2676075
Display,0,00:00:00
Tactile/explore,1,00:00:07.6067342
Pacing,1,00:00:04.8812519
Present,0,00:00:00
Lipsmack,0,00:00:00
Jumping,0,00:00:00
Fear grimace,0,00:00:00
Groom,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,2,00:00:10.9370724
Hair pluck,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
Self-direct,0,00:00:00
Head toss,0,00:00:00
Mantle shake,0,00:00:00
Self bite,0,00:00:00
Salute,0,00:00:00
Vocal,0,00:00:00
Other,0,00:00:00
