Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,Rh2789
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,Ab110c11
Behavior Date:,2021-6-15
Behavior Time:,11:14 AM
Ethogram:,2021 bass.csv
Coding Began:,06/15/2021 11:15:04 AM
Coding Ended:,06/15/2021 11:20:05 AM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Inactive,11:15:04,00:00:54.2050253,00:00:54.2050253
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Locomotion,11:15:58,00:00:02.1117069,00:00:56.3167322
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Inactive,11:16:00,00:00:02.6151484,00:00:58.9318806
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Locomotion,11:16:03,00:00:03.0154167,00:01:01.9472973
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Social/play,11:16:06,00:00:03.1848639,00:01:05.1321612
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Locomotion,11:16:09,00:00:02.3906708,00:01:07.5228320
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Inactive,11:16:12,00:00:06.1084769,00:01:13.6313089
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Groom,11:16:18,00:00:06.5401431,00:01:20.1714520
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Tactile/explore,11:16:24,00:00:59.9444925,00:02:20.1159445
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Scratch,11:17:24,00:00:11.3577994,00:02:31.4737439
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Inactive,11:17:36,00:00:03.5578688,00:02:35.0316127
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Threat/display,11:17:39,00:00:05.3341983,00:02:40.3658110
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Social/play,11:17:44,00:00:35.2942035,00:03:15.6600145
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Inactive,11:18:20,00:01:05.7899243,00:04:21.4499388
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Locomotion,11:19:26,00:00:02.4974651,00:04:23.9474039
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Inactive,11:19:28,00:00:05.2915873,00:04:29.2389912
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Groom,11:19:33,00:00:18.5144392,00:04:47.7534304
BNP,Rh2789,Pair,Ab110c11,2021-6-15,1.0.46.0,Tactile/explore,11:19:52,00:00:12.4602985,00:05:00.2137289

BehavCode, Occurrences, totalTime
Inactive,6,00:02:17.5680310
Threat/display,1,00:00:05.3341983
Sex/self/other,0,00:00:00
Locomotion,4,00:00:10.0152595
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,2,00:01:12.4047910
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:11.3577994
Groom,2,00:00:25.0545823
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,2,00:00:38.4790674
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
