Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,r09072
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Single
Room/Cage:,a274c13
Behavior Date:,2021-5-6
Behavior Time:,12:00 PM
Ethogram:,2021 bass.csv
Coding Began:,05/06/2021 12:01:25 PM
Coding Ended:,05/06/2021 12:06:37 PM
Session duration:,00:05:11
App Version:,1.0.44.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:01:25,00:02:25.7595898,00:02:25.7595898
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Scratch,12:03:51,00:00:06.7310983,00:02:32.4906881
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:03:57,00:00:21.8317023,00:02:54.3223904
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Other,12:04:19,00:00:05.0380485,00:02:59.3604389
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:04:24,00:00:02.6757720,00:03:02.0362109
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Threat/display,12:04:27,00:00:03.3103851,00:03:05.3465960
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:04:30,00:00:04.2834508,00:03:09.6300468
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Threat/display,12:04:35,00:00:07.1260016,00:03:16.7560484
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Locomotion,12:04:42,00:00:06.1381946,00:03:22.8942430
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:04:48,00:00:06.1932386,00:03:29.0874816
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Threat/display,12:04:54,00:00:14.4179753,00:03:43.5054569
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:05:08,00:00:09.7259553,00:03:53.2314122
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Threat/display,12:05:18,00:00:02.2043130,00:03:55.4357252
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Vocal,12:05:20,00:00:09.1822864,00:04:04.6180116
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:05:30,00:00:04.4845296,00:04:09.1025412
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Locomotion,12:05:34,00:00:09.8950026,00:04:18.9975438
ta,r09072,Single,a274c13,2021-5-6,1.0.44.0,Inactive,12:05:44,00:00:51.7350784,00:05:10.7326222

BehavCode, Occurrences, totalTime
Inactive,8,00:04:06.6893168
Threat/display,4,00:00:27.0586750
Sex/self/other,0,00:00:00
Locomotion,2,00:00:16.0331972
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/expl,0,00:00:00
Jumping,0,00:00:00
FearGrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:06.7310983
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,1,00:00:09.1822864
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,1,00:00:05.0380485
