Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R04171
Obs Site:,Other Site
Obs Type:,Live
Housing:,Pair
Room/Cage:,Ab144c24
Behavior Date:,2021-6-21
Behavior Time:,01:08 PM
Ethogram:,2021 bass.csv
Coding Began:,06/21/2021 13:09:23 PM
Coding Ended:,06/21/2021 13:14:25 PM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Groom,01:09:23,00:00:41.4760081,00:00:41.4760081
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Inactive,01:10:05,00:00:09.6369833,00:00:51.1129914
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Scratch,01:10:14,00:00:05.9152563,00:00:57.0282477
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Inactive,01:10:20,00:00:12.6548924,00:01:09.6831401
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Threat/display,01:10:33,00:00:03.3027546,00:01:12.9858947
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Inactive,01:10:36,00:00:05.4433016,00:01:18.4291963
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Locomotion,01:10:42,00:00:05.1047828,00:01:23.5339791
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Inactive,01:10:47,00:00:01.9079259,00:01:25.4419050
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Tactile/explore,01:10:49,00:00:15.5121202,00:01:40.9540252
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,SocGroom,01:11:04,00:00:21.7462639,00:02:02.7002891
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Threat/display,01:11:26,00:00:05.2322030,00:02:07.9324921
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Tactile/explore,01:11:31,00:00:27.9578276,00:02:35.8903197
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Locomotion,01:11:59,00:00:03.5956457,00:02:39.4859654
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Eat/drink,01:12:03,00:00:39.7268116,00:03:19.2127770
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Locomotion,01:12:43,00:00:03.1101624,00:03:22.3229394
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Inactive,01:12:46,00:00:06.8880178,00:03:29.2109572
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Mantleshake,01:12:53,00:00:01.9211310,00:03:31.1320882
BNP,R04171,Pair,Ab144c24,2021-6-21,1.0.46.0,Inactive,01:12:55,00:01:29.7959991,00:05:00.9280873

BehavCode, Occurrences, totalTime
Inactive,6,00:02:06.3271201
Threat/display,2,00:00:08.5349576
Sex/self/other,0,00:00:00
Locomotion,3,00:00:11.8105909
Aggression,0,00:00:00
Eat/drink,1,00:00:39.7268116
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,2,00:00:43.4699478
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:05.9152563
Groom,1,00:00:41.4760081
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,1,00:00:21.7462639
Headtoss,0,00:00:00
Mantleshake,1,00:00:01.9211310
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
