Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,rh2928
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,mr1527c29
Behavior Date:,2021-5-21
Behavior Time:,09:26 AM
Ethogram:,2021 bass.csv
Coding Began:,05/21/2021 09:27:37 AM
Coding Ended:,05/21/2021 09:32:39 AM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:27:37,00:00:18.7700915,00:00:18.7700915
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:27:56,00:00:01.4832475,00:00:20.2533390
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Sex/self/other,09:27:57,00:00:04.0316745,00:00:24.2850135
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:28:01,00:00:04.2464346,00:00:28.5314481
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:28:05,00:00:06.3077648,00:00:34.8392129
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:28:12,00:00:02.1376980,00:00:36.9769109
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Sex/self/other,09:28:14,00:00:03.7616127,00:00:40.7385236
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:28:18,00:00:02.1002761,00:00:42.8387997
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:28:20,00:00:28.5271962,00:01:11.3659959
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Scratch,09:28:48,00:00:01.4341253,00:01:12.8001212
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:28:50,00:00:09.8857536,00:01:22.6858748
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:29:00,00:00:06.8664194,00:01:29.5522942
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Vocal,09:29:06,00:00:04.6074518,00:01:34.1597460
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:29:11,00:00:14.2020094,00:01:48.3617554
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Tactile/explore,09:29:25,00:00:14.8807715,00:02:03.2425269
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:29:40,00:00:02.9641319,00:02:06.2066588
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:29:43,00:00:40.2479834,00:02:46.4546422
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,SocGroom,09:30:23,00:00:41.8249418,00:03:28.2795840
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:31:05,00:00:36.3053114,00:04:04.5848954
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:31:41,00:00:17.7193308,00:04:22.3042262
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:31:59,00:00:03.9286627,00:04:26.2328889
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:32:03,00:00:25.5232331,00:04:51.7561220
ta,rh2928,Pair,mr1527c29,2021-5-21,1.0.46.0,SocGroom,09:32:29,00:00:08.9108666,00:05:00.6669886

BehavCode, Occurrences, totalTime
Inactive,6,00:01:54.6276146
Threat/display,0,00:00:00
Sex/self/other,2,00:00:07.7932872
Locomotion,7,00:00:23.7268702
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,1,00:00:14.8807715
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:01.4341253
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,2,00:00:50.7358084
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,3,00:01:22.8610596
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,1,00:00:04.6074518
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
