Focal Animal Recording
(c)Michael J. Renner

Observer:,Bnp
Study Code:,Sass
Indiv ID:,R10050
Obs Site:,Other Site
Obs Type:,Live
Weather:,Sunny
Temperature:,
Behavior Date:,2018-9-26
Behavior Time:,11:05 AM
Ethogram:,Gen behavior .csv
Coding Began:,09/26/2018 11:06:01 AM
Coding Ended:,09/26/2018 11:11:03 AM
Session duration:,00:05:02
App Version:,1.0.37.0

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Inactive,11:06:01,00:01:17.0829297,00:01:17.0829297
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Self bite,11:07:18,00:00:03.1500681,00:01:20.2329978
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Inactive,11:07:21,00:00:41.5800283,00:02:01.8130261
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Locomotion,11:08:03,00:00:08.2063864,00:02:10.0194125
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Inactive,11:08:11,00:00:11.0279505,00:02:21.0473630
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Locomotion,11:08:22,00:00:06.3179380,00:02:27.3653010
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Inactive,11:08:28,00:00:39.9042762,00:03:07.2695772
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Locomotion,11:09:08,00:00:05.6899115,00:03:12.9594887
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Other,11:09:14,00:00:03.2326956,00:03:16.1921843
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Locomotion,11:09:17,00:00:09.6769461,00:03:25.8691304
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Pacing,11:09:27,00:00:15.8329579,00:03:41.7020883
Bnp,R10050,Sunny,,2018-9-26,1.0.37.0,Inactive,11:09:42,00:01:19.0625038,00:05:00.7645921
