Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,r16013
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,a274c5
Behavior Date:,2021-5-6
Behavior Time:,11:47 AM
Ethogram:,2021 bass.csv
Coding Began:,05/06/2021 11:47:53 AM
Coding Ended:,05/06/2021 11:52:57 AM
Session duration:,00:05:03
App Version:,1.0.44.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Locomotion,11:47:53,00:00:06.8491813,00:00:06.8491813
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Pacing,11:48:00,00:00:10.1621470,00:00:17.0113283
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Inactive,11:48:10,00:00:09.1354511,00:00:26.1467794
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Locomotion,11:48:19,00:00:07.2858716,00:00:33.4326510
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Pacing,11:48:27,00:01:12.3779648,00:01:45.8106158
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Inactive,11:49:39,00:00:14.8012800,00:02:00.6118958
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Locomotion,11:49:54,00:00:09.4447872,00:02:10.0566830
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Pacing,11:50:03,00:00:20.6995275,00:02:30.7562105
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Inactive,11:50:24,00:00:37.1894531,00:03:07.9456636
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Groom,11:51:01,00:00:05.4944102,00:03:13.4400738
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Inactive,11:51:07,00:00:25.9297407,00:03:39.3698145
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Locomotion,11:51:33,00:00:06.1591275,00:03:45.5289420
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Pacing,11:51:39,00:00:09.0004630,00:03:54.5294050
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Inactive,11:51:48,00:00:56.9093212,00:04:51.4387262
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Locomotion,11:52:45,00:00:04.4313546,00:04:55.8700808
ta,r16013,Pair,a274c5,2021-5-6,1.0.44.0,Pacing,11:52:49,00:00:06.3725317,00:05:02.2426125

BehavCode, Occurrences, totalTime
Inactive,5,00:02:23.9652461
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,5,00:00:34.1703222
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,5,00:01:58.6126340
Present,0,00:00:00
Tactile/expl,0,00:00:00
Jumping,0,00:00:00
FearGrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,1,00:00:05.4944102
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
