Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Sass
Indiv ID:,R13016
Obs Site:,Other Site
Obs Type:,Live
Weather:,Sunny
Temperature:,
Behavior Date:,2018-10-17
Behavior Time:,11:15 AM
Ethogram:,Gen behavior .csv
Coding Began:,10/17/2018 11:16:11 AM
Coding Ended:,10/17/2018 11:21:12 AM
Session duration:,00:05:01
App Version:,1.0.37.0

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Inactive,11:16:11,00:01:54.5987814,00:01:54.5987814
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Locomotion,11:18:05,00:00:03.3763048,00:01:57.9750862
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Lipsmack,11:18:09,00:00:25.4345302,00:02:23.4096164
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Head toss,11:18:34,00:00:03.0155987,00:02:26.4252151
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Lipsmack,11:18:37,00:00:27.3531396,00:02:53.7783547
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Inactive,11:19:04,00:01:37.7020977,00:04:31.4804524
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Head toss,11:20:42,00:00:02.4760106,00:04:33.9564630
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Inactive,11:20:45,00:00:08.5866338,00:04:42.5430968
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Scratch,11:20:53,00:00:02.5561206,00:04:45.0992174
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Inactive,11:20:56,00:00:10.6468497,00:04:55.7460671
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Head toss,11:21:06,00:00:02.2054144,00:04:57.9514815
BNP,R13016,Sunny,,2018-10-17,1.0.37.0,Inactive,11:21:09,00:00:02.5027464,00:05:00.4542279
