Focal Animal Recording
(c)Michael J. Renner

Observer:,Bnp
Study Code:,Sass
Indiv ID:,R10057
Obs Site:,Other Site
Obs Type:,Live
Weather:,Sunny
Temperature:,
Behavior Date:,2018-10-12
Behavior Time:,11:31 AM
Ethogram:,Gen behavior .csv
Coding Began:,10/12/2018 11:32:21 AM
Coding Ended:,10/12/2018 11:37:23 AM
Session duration:,00:05:02
App Version:,1.0.37.0

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Inactive,11:32:21,00:01:43.4428292,00:01:43.4428292
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Scratch,11:34:05,00:00:03.3902294,00:01:46.8330586
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Inactive,11:34:08,00:00:37.9213302,00:02:24.7543888
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Scratch,11:34:46,00:00:01.9947156,00:02:26.7491044
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Locomotion,11:34:48,00:00:02.0145242,00:02:28.7636286
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Inactive,11:34:50,00:00:05.0746633,00:02:33.8382919
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Scratch,11:34:55,00:00:03.4387522,00:02:37.2770441
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Inactive,11:34:58,00:00:35.0596748,00:03:12.3367189
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Locomotion,11:35:33,00:00:02.8312565,00:03:15.1679754
Bnp,R10057,Sunny,,2018-10-12,1.0.37.0,Inactive,11:35:36,00:01:45.7268381,00:05:00.8948135
