Focal Animal Recording
(c)Michael J. Renner

Observer:,mr
Study Code:,2021 bass
Indiv ID:,r17106
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,cb27c5
Behavior Date:,2021-4-29
Behavior Time:,10:42 AM
Ethogram:,2021 bass.csv
Coding Began:,04/29/2021 10:42:42 AM
Coding Ended:,04/29/2021 10:47:46 AM
Session duration:,00:05:03
App Version:,1.0.44.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Social/play,10:42:42,00:00:09.2817333,00:00:09.2817333
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:42:51,00:00:04.0085208,00:00:13.2902541
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Social/play,10:42:55,00:00:57.7611218,00:01:11.0513759
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:43:53,00:00:03.4609765,00:01:14.5123524
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Social/play,10:43:56,00:00:18.5269186,00:01:33.0392710
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Selfbite,10:44:15,00:00:02.1161515,00:01:35.1554225
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:44:17,00:00:01.2678071,00:01:36.4232296
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Social/play,10:44:18,00:00:15.8512395,00:01:52.2744691
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:44:34,00:00:13.7304733,00:02:06.0049424
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Social/play,10:44:48,00:00:12.4514396,00:02:18.4563820
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:45:00,00:00:09.1309886,00:02:27.5873706
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Pacing,10:45:09,00:00:19.2964310,00:02:46.8838016
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Swing/spin/flip,10:45:29,00:00:05.1675480,00:02:52.0513496
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Inactive,10:45:34,00:00:17.7762027,00:03:09.8275523
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Selfbite,10:45:52,00:00:07.1003310,00:03:16.9278833
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:45:59,00:00:04.1202697,00:03:21.0481530
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Inactive,10:46:03,00:00:17.6088482,00:03:38.6570012
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:46:20,00:00:20.9774315,00:03:59.6344327
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Inactive,10:46:41,00:00:25.4339343,00:04:25.0683670
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:47:07,00:00:08.8598264,00:04:33.9281934
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Selfbite,10:47:16,00:00:11.8625030,00:04:45.7906964
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Inactive,10:47:28,00:00:03.6684476,00:04:49.4591440
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Locomotion,10:47:31,00:00:05.7332048,00:04:55.1923488
mr,r17106,Pair,cb27c5,2021-4-29,1.0.44.0,Inactive,10:47:37,00:00:06.5372954,00:05:01.7296442

BehavCode, Occurrences, totalTime
Inactive,5,00:01:11.0247282
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,9,00:01:11.2894987
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,1,00:00:19.2964310
Present,0,00:00:00
Tactile/expl,0,00:00:00
Jumping,0,00:00:00
FearGrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,1,00:00:05.1675480
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,5,00:01:53.8724528
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,3,00:00:21.0789855
Other,0,00:00:00
