Sheetname,ID,Date,Site,Obs,start time,End time,Ses Duration,Ethogram,Study code,Tot Duration,Ses Dur,Obs type,Housing,Room/cage,Unique Beh,Most frequent,Freq,Long Dura,Duration,Hi NBC beh Freq,NBC Freq,Hi NBC Beh Dur,NBC Dur,Inactive Frequency,Inactive Duration,Inactive Ave duration,Loco Frequency,Loco Duration,Loco Ave dur,Pacing Frequency,Pacing Duration,Pacing ave dur,Jumping Freq,Jumping Duration,Jumping ave dur,Selfbite Frequency,Selfbite Duration,Selfbite Ave Dur,Selfdirect Frequency,Selfdirect Duration,Selfdirect Ave Dur,Swing/spin/flip Frequency,Swing/spin/flip Duration,Swing/spin/flip Ave Dur,Headtoss Frequency,Headtoss Duration,Headtoss Ave Dur,Rock Frequency,Rock Duration,Rock Ave Dur,Salute Frequency,Salute Duration,Salute Ave Dur,Feargrimace Frequency,Feargrimace Duration,Feargrimace Ave Dur,Scratch Frequency,Scratch Duration,Scratch Ave Dur,Yawn Frequency,Yawn Duration,Yawn Ave Dur,Lipsmack Frequency,Lipsmack Duration,Lipsmack Ave Dur,Present Frequency,Present Duration,Present Ave Dur,Cling Frequency,Cling Duration,Cling Ave Dur,Mantleshake Frequency,Mantleshake Duration,Mantleshake Ave Dur,Vocal Frequency,Vocal Duration,Vocal Ave Dur,Threat/display Frequency,Threat/display Duration,Threat/display Ave Dur,Aggression Frequency,Aggression Duration,Aggression Ave Dur,Eat/drink Frequency,Eat/drink Duration,Eat/drink Ave Dur,Tactile/explore Frequency,Tactile/explore Duration,Tactile/explore Ave Dur,Social/play Frequency,Social/play Duration,Social/play Ave Dur,Groom Frequency,Groom Duration,Groom Ave Dur,SocGroom Frequency,SocGroom Duration,SocGroom Ave Dur,Sex/self/other Frequency,Sex/self/other Duration,Sex/self/other Ave Dur,Other Frequency,Other Duration,Other Ave Dur,Notes,SIB,Inactive 90%,Pacing 25%,Pacing 50%,Vocal 25%
20,2021 bass-r17105-2021-5-25-mr1134,r17105,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:34:21 AM,05/25/2021 11:39:46 AM,00:05:25,2021 bass.csv,2021 bass,00:05:01.1,00:05:25,Assessment,Pair,c436c15,6,SocGroom,3,Cling,00:02:52.8761348,Inactive,2,Locomotion,00:00:24.6,2,00:00:10.8,00:00:05.4,2,00:00:24.6,00:00:12.3,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:01.7598858,00:00:01.7598858,0,00:00:00.0,,0,00:00:00.0,,1,00:02:52.8761348,00:02:52.8761348,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:01:29.6,00:00:29.9,0,00:00:00.0,,1,00:00:01.4531477,00:00:01.4531477,other=sucks thumb. sucked thumb throughout cling,not,not,not,not,not
21,2021 bass-r18008-2021-5-25-mr1128,r18008,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:28:20 AM,05/25/2021 11:33:23 AM,00:05:02,2021 bass.csv,2021 bass,00:05:01.0,00:05:02,Assessment,Pair,c436c15,1,Cling,1,Cling,00:05:01.0168190,,0,,00:00:00.0,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:05:01.0168190,00:05:01.0168190,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
22,2021 bass-Rh2143-2021-5-18-BNP1203,Rh2143,2021-5-18,Other Site,BNP,05/18/2021 12:03:44 PM,05/18/2021 12:08:49 PM,00:05:04,2021 bass.csv,Bass2021,00:05:03.9,00:05:04,Assessment,Single,Ab165c4,7,Inactive,8,Inactive,00:02:52.4,Inactive,8,Inactive,00:02:52.4,8,00:02:52.4,00:00:21.5,1,00:00:09.3628364,00:00:09.3628364,1,00:00:17.2720666,00:00:17.2720666,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,4,00:00:49.4,00:00:12.4,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:27.8679910,00:00:27.8679910,0,00:00:00.0,,0,00:00:00.0,,1,00:00:07.6665413,00:00:07.6665413,0,00:00:00.0,,1,00:00:19.9413059,00:00:19.9413059,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
23,2021 bass-R09005-2021-5-18-BNP1222,R09005,2021-5-18,Other Site,BNP,05/18/2021 12:22:15 PM,05/18/2021 12:27:20 PM,00:05:04,2021 bass.csv,Bass2021,00:05:03.8,00:05:04,Assessment,Pair,Ab165c21,8,Inactive,4,Eat/drink,00:02:26.0,Inactive,4,Eat/drink,00:02:26.0,4,00:00:54.8,00:00:13.7,3,00:00:10.2,00:00:03.4,1,00:00:14.3273793,00:00:14.3273793,0,00:00:00.0,,1,00:00:05.7215033,00:00:05.7215033,3,00:00:23.1,00:00:07.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:29.9,00:00:15.0,0,00:00:00.0,,3,00:02:26.0,00:00:48.7,0,00:00:00.0,,0,00:00:00.0,,1,00:00:19.7890780,00:00:19.7890780,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,SIB,not,not,not,not
24,2021 bass-cy0719-2021-5-25-ta1117,cy0719,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:17:33 AM,05/25/2021 11:22:48 AM,00:05:15,2021 bass.csv,bass,00:05:14.2,00:05:15,Assessment,Single,a275c12,3,Inactive,3,Inactive,00:05:02.1,Inactive,3,Inactive,00:05:02.1,3,00:05:02.1,00:01:40.7,2,00:00:07.4,00:00:03.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:04.6576920,00:00:04.6576920,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,Inactive,not,not,not
25,2021 bass-r15072-2021-5-25-mr1114,r15072,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:14:36 AM,05/25/2021 11:19:41 AM,00:05:04,2021 bass.csv,2021 bass,00:05:01.2,00:05:04,Assessment,Pair,c436c11,6,Inactive,6,Tactile/explore,00:02:25.5613744,Inactive,6,Tactile/explore,00:02:25.5613744,6,00:01:18.8,00:00:13.1,4,00:00:32.0,00:00:08.0,2,00:00:34.3,00:00:17.2,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:07.7,00:00:03.9,0,00:00:00.0,,0,00:00:00.0,,1,00:00:02.8796300,00:00:02.8796300,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:02:25.5613744,00:02:25.5613744,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
26,2021 bass-r12078-2021-5-25-ta1152,r12078,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:52:39 AM,05/25/2021 11:57:41 AM,00:05:02,2021 bass.csv,bass,00:05:00.9,00:05:02,Assessment,Pair,a270c3,7,Inactive,4,Inactive,00:04:13.6,Inactive,4,Inactive,00:04:13.6,4,00:04:13.6,00:01:03.4,3,00:00:12.8,00:00:04.3,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:05.0313453,00:00:05.0313453,0,00:00:00.0,,0,00:00:00.0,,1,00:00:07.9311887,00:00:07.9311887,1,00:00:05.0130912,00:00:05.0130912,1,00:00:05.5722273,00:00:05.5722273,0,00:00:00.0,,1,00:00:10.9395402,00:00:10.9395402,0,00:00:00.0,,,not,not,not,not,not
27,2021 bass-rh2495-2021-5-25-ta1059,rh2495,2021-5-25,Blank Park Zoo,ta,05/25/2021 10:59:45 AM,05/25/2021 11:05:07 AM,00:05:22,2021 bass.csv,bass,00:05:20.9,00:05:22,Assessment,Single,a275c9,2,Inactive,2,Inactive,00:05:19.3,Inactive,2,Inactive,00:05:19.3,2,00:05:19.3,00:02:39.6,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:01.6064221,00:00:01.6064221,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,Inactive,not,not,not
28,2021 bass-R10107-2021-5-25-Js1216,R10107,2021-5-25,Blank Park Zoo,Js,05/25/2021 12:16:35 PM,05/25/2021 12:21:39 PM,00:05:03,2021 bass.csv,2021bass,00:05:01.3,00:05:03,Assessment,Pair,bmqh1c33,6,Locomotion,37,Locomotion,00:02:17.8,Locomotion,37,Locomotion,00:02:17.8,12,00:00:39.2,00:00:03.3,37,00:02:17.8,00:00:03.7,2,00:00:08.9,00:00:04.5,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,30,00:01:41.6,00:00:03.4,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:03.2891821,00:00:03.2891821,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:10.5,00:00:05.2,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
29,2021 bass-R19074-2021-5-18-BNP1240,R19074,2021-5-18,Other Site,BNP,05/18/2021 12:40:32 PM,05/18/2021 12:45:39 PM,00:05:07,2021 bass.csv,Bass2021,00:05:06.1,00:05:07,Assessment,Pair,Ab165c23,5,SocGroom,4,SocGroom,00:04:27.9,Social/play,2,Social/play,00:00:13.7,0,00:00:00.0,,1,00:00:06.1133318,00:00:06.1133318,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:06.1,00:00:03.1,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:12.3339764,00:00:12.3339764,2,00:00:13.7,00:00:06.9,0,00:00:00.0,,4,00:04:27.9,00:01:07.0,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
30,2021 bass-Rh2787-2021-5-20-BNP1122,Rh2787,2021-5-20,Other Site,BNP,05/20/2021 11:22:41 AM,05/20/2021 11:27:43 AM,00:05:01,2021 bass.csv,Bass2021,00:05:00.2,00:05:01,Assessment,Group,Ab144c3,5,Inactive,9,Inactive,00:04:03.1,Inactive,9,Inactive,00:04:03.1,9,00:04:03.1,00:00:27.0,6,00:00:08.4,00:00:01.4,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,4,00:00:21.4,00:00:05.4,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:01.5,00:00:00.8,7,00:00:25.8,00:00:03.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
31,2021 bass-r17034-2021-5-25-ta1036,r17034,2021-5-25,Blank Park Zoo,ta,05/25/2021 10:36:45 AM,05/25/2021 10:41:49 AM,00:05:03,2021 bass.csv,bass,00:05:02.2,00:05:03,Assessment,Pair,a275c1,5,Locomotion,5,Inactive,00:03:06.4,Locomotion,5,Inactive,00:03:06.4,4,00:03:06.4,00:00:46.6,5,00:00:21.2,00:00:04.2,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:00:40.0,00:00:13.3,2,00:00:42.9,00:00:21.4,1,00:00:11.7454493,00:00:11.7454493,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
32,2021 bass-R19115-2021-5-25-Js1223,R19115,2021-5-25,Blank Park Zoo,Js,05/25/2021 12:23:18 PM,05/25/2021 12:28:21 PM,00:05:02,2021 bass.csv,2021bass,00:05:01.3,00:05:02,Assessment,Pair,bmqh1c35,7,Inactive,13,Inactive,00:02:34.0,Inactive,13,Inactive,00:02:34.0,13,00:02:34.0,00:00:11.8,8,00:00:31.1,00:00:03.9,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:04.1810247,00:00:04.1810247,2,00:00:07.7,00:00:03.9,3,00:00:35.0,00:00:11.7,1,00:00:21.6094364,00:00:21.6094364,4,00:00:47.7,00:00:11.9,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
33,2021 bass-Rh2818-2021-5-20-BNP1128,Rh2818,2021-5-20,Other Site,BNP,05/20/2021 11:28:39 AM,05/20/2021 11:33:40 AM,00:05:01,2021 bass.csv,Bass2021,00:05:00.2,00:05:01,Assessment,Group,Ab144c3,5,Threat/display,21,Inactive,00:02:22.3,Threat/display,21,Inactive,00:02:22.3,18,00:02:22.3,00:00:07.9,8,00:00:17.3,00:00:02.2,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:09.3,00:00:04.6,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:00:03.7,00:00:01.2,21,00:02:07.6,00:00:06.1,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
34,2021 bass-R05090-2021-5-18-BNP1216,R05090,2021-5-18,Other Site,BNP,05/18/2021 12:16:16 PM,05/18/2021 12:21:18 PM,00:05:02,2021 bass.csv,Bass2021,00:05:01.1,00:05:02,Assessment,Single,Ab165c7,4,Inactive,2,Eat/drink,00:02:53.8,Inactive,2,Eat/drink,00:02:53.8,2,00:01:41.8,00:00:50.9,2,00:00:12.8,00:00:06.4,1,00:00:12.7470849,00:00:12.7470849,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:02:53.8,00:01:26.9,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
35,2021 bass-r14090-2021-5-25-ta1158,r14090,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:58:07 AM,05/25/2021 12:03:09 PM,00:05:02,2021 bass.csv,bass,00:05:00.8,00:05:02,Assessment,Pair,a270c3,5,Inactive,9,Inactive,00:04:11.1,Inactive,9,Inactive,00:04:11.1,9,00:04:11.1,00:00:27.9,3,00:00:18.0,00:00:06.0,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,6,00:00:10.0,00:00:01.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:08.3069825,00:00:08.3069825,1,00:00:13.3927039,00:00:13.3927039,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
36,2021 bass-r14105-2021-5-25-ta1221,r14105,2021-5-25,Blank Park Zoo,ta,05/25/2021 12:21:48 PM,05/25/2021 12:26:51 PM,00:05:02,2021 bass.csv,bass,00:05:00.8,00:05:02,Live,Pair,a270c7,2,SocGroom,2,SocGroom,00:04:09.2,Social/play,1,Social/play,00:00:51.5983548,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:51.5983548,00:00:51.5983548,0,00:00:00.0,,2,00:04:09.2,00:02:04.6,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
37,2021 bass-Rh2774-2021-5-18-BNP1227,Rh2774,2021-5-18,Other Site,BNP,05/18/2021 12:27:56 PM,05/18/2021 12:32:57 PM,00:05:01,2021 bass.csv,Bass2021,00:05:00.2,00:05:01,Assessment,Pair,Ab165c21,7,Threat/display,7,Threat/display,00:02:42.2,Threat/display,7,Threat/display,00:02:42.2,3,00:00:34.4,00:00:11.5,3,00:00:34.3,00:00:11.4,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:02.6002623,00:00:02.6002623,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:05.1,00:00:02.6,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,7,00:02:42.2,00:00:23.2,0,00:00:00.0,,0,00:00:00.0,,6,00:00:47.1,00:00:07.8,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:00:14.5,00:00:04.8,0,00:00:00.0,,,not,not,not,not,not
38,2021 bass-r17066-2021-5-25-mr1041,r17066,2021-5-25,Blank Park Zoo,mr,05/25/2021 10:41:58 AM,05/25/2021 10:47:36 AM,00:05:37,2021 bass.csv,2021 bass,00:05:01.4,00:05:37,Assessment,Pair,c436c13,10,Locomotion,11,Locomotion,00:02:00.2,Locomotion,11,Locomotion,00:02:00.2,2,00:00:08.5,00:00:04.3,11,00:02:00.2,00:00:10.9,1,00:00:05.9208985,00:00:05.9208985,1,00:00:03.5862022,00:00:03.5862022,0,00:00:00.0,,0,00:00:00.0,,2,00:00:05.1,00:00:02.5,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:03.6801835,00:00:03.6801835,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:18.5,00:00:09.3,0,00:00:00.0,,5,00:01:48.8,00:00:21.8,3,00:00:21.7,00:00:07.2,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:05.4266899,00:00:05.4266899,other=lay on back on perch,not,not,not,not,not
39,2021 bass-r15023-2021-5-25-ta1227,r15023,2021-5-25,Blank Park Zoo,ta,05/25/2021 12:27:20 PM,05/25/2021 12:32:22 PM,00:05:02,2021 bass.csv,bass,00:05:01.0,00:05:02,Assessment,Single,a270c9,5,Groom,2,Groom,00:01:39.2,Inactive,1,Eat/drink,00:01:26.3487638,1,00:00:26.4823247,00:00:26.4823247,1,00:00:03.8850011,00:00:03.8850011,1,00:01:25.0576033,00:01:25.0576033,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:01:26.3487638,00:01:26.3487638,0,00:00:00.0,,0,00:00:00.0,,2,00:01:39.2,00:00:49.6,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,Pacing,not,not
40,2021 bass-c19009-2021-5-25-mr1028,c19009,2021-5-25,Blank Park Zoo,mr,05/25/2021 10:28:54 AM,05/25/2021 10:34:14 AM,00:05:20,2021 bass.csv,2021 bass,00:05:01.1,00:05:20,Assessment,Pair,c436c9,7,Locomotion,17,Locomotion,00:01:55.5,Locomotion,17,Locomotion,00:01:55.5,0,00:00:00.0,,17,00:01:55.5,00:00:06.8,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:00:06.4,00:00:02.1,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:05.3326461,00:00:05.3326461,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,5,00:00:27.1,00:00:05.4,8,00:00:40.4,00:00:05.0,11,00:01:45.3,00:00:09.6,1,00:00:01.0398704,00:00:01.0398704,0,00:00:00.0,,0,00:00:00.0,,accidentally hit socgroom ,not,not,not,not,not
41,2021 bass-R09013-2021-5-20-BNP1116,R09013,2021-5-20,Other Site,BNP,05/20/2021 11:16:48 AM,05/20/2021 11:21:49 AM,00:05:00,2021 bass.csv,Bass2021,00:05:00.0,00:05:00,Assessment,Group,Ab144c1,4,Inactive,20,Inactive,00:04:23.5,Inactive,20,Inactive,00:04:23.5,20,00:04:23.5,00:00:13.2,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,14,00:00:14.6,00:00:01.0,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,16,00:00:16.4,00:00:01.0,3,00:00:05.5,00:00:01.8,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
42,2021 bass-R00048-2021-5-18-BNP1252,R00048,2021-5-18,Other Site,BNP,05/18/2021 12:52:36 PM,05/18/2021 12:57:40 PM,00:05:03,2021 bass.csv,Bass2021,00:05:01.9,00:05:03,Assessment,Single,Ab165c19,2,Inactive,1,Inactive,00:04:46.5742455,Inactive,1,Inactive,00:04:46.5742455,1,00:04:46.5742455,00:04:46.5742455,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:15.3224319,00:00:15.3224319,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,Inactive,not,not,not
43,2021 bass-R20002-2021-5-25-Js1229,R20002,2021-5-25,Blank Park Zoo,Js,05/25/2021 12:29:53 PM,05/25/2021 12:35:34 PM,00:05:41,2021 bass.csv,2021bass,00:05:02.5,00:05:41,Assessment,Pair,bmqh1c35,8,Locomotion,33,Swing/spin/flip,00:01:48.3,Locomotion,33,Swing/spin/flip,00:01:48.3,16,00:00:53.2,00:00:03.3,33,00:01:47.4,00:00:03.3,3,00:00:08.9,00:00:03.0,1,00:00:01.7477672,00:00:01.7477672,0,00:00:00.0,,0,00:00:00.0,,23,00:01:48.3,00:00:04.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:05.5445939,00:00:05.5445939,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:01.8027940,00:00:01.8027940,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:15.6161111,00:00:15.6161111,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,Delete jumpimg-incorrect button,not,not,not,not,not
