Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,rhbj24
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Single
Room/Cage:,mr1527c23
Behavior Date:,2021-5-14
Behavior Time:,11:22 AM
Ethogram:,2021 bass.csv
Coding Began:,05/14/2021 11:23:40 AM
Coding Ended:,05/14/2021 11:28:44 AM
Session duration:,00:05:04
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Inactive,11:23:40,00:01:30.1093674,00:01:30.1093674
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Tactile/explore,11:25:10,00:00:09.7336043,00:01:39.8429717
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Inactive,11:25:20,00:00:04.9958868,00:01:44.8388585
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Present,11:25:25,00:00:27.4346656,00:02:12.2735241
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Inactive,11:25:52,00:01:30.0115488,00:03:42.2850729
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Threat/display,11:27:22,00:00:04.2500048,00:03:46.5350777
ta,rhbj24,Single,mr1527c23,2021-5-14,1.0.46.0,Inactive,11:27:27,00:01:16.1227588,00:05:02.6578365

BehavCode, Occurrences, totalTime
Inactive,4,00:04:21.2395618
Threat/display,1,00:00:04.2500048
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,1,00:00:27.4346656
Tactile/explore,1,00:00:09.7336043
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
