Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,rh3072
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,mr1527c29
Behavior Date:,2021-5-21
Behavior Time:,09:32 AM
Ethogram:,2021 bass.csv
Coding Began:,05/21/2021 09:33:07 AM
Coding Ended:,05/21/2021 09:38:09 AM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:33:07,00:00:08.1196630,00:00:08.1196630
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Tactile/explore,09:33:16,00:00:15.6421714,00:00:23.7618344
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:33:31,00:00:16.6561133,00:00:40.4179477
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:33:48,00:00:11.3369681,00:00:51.7549158
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Inactive,09:33:59,00:00:10.9931966,00:01:02.7481124
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:34:10,00:00:01.6811714,00:01:04.4292838
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:34:12,00:00:08.3714752,00:01:12.8007590
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Sex/self/other,09:34:20,00:00:06.4038054,00:01:19.2045644
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:34:27,00:00:04.1416406,00:01:23.3462050
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:34:31,00:00:04.7276205,00:01:28.0738255
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Groom,09:34:35,00:02:04.0701981,00:03:32.1440236
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:36:40,00:00:05.6749511,00:03:37.8189747
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:36:45,00:00:06.4641841,00:03:44.2831588
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,SocGroom,09:36:52,00:00:13.3831136,00:03:57.6662724
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Tactile/explore,09:37:05,00:00:19.0844108,00:04:16.7506832
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Locomotion,09:37:24,00:00:02.5737206,00:04:19.3244038
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,Social/play,09:37:27,00:00:10.8257817,00:04:30.1501855
ta,rh3072,Pair,mr1527c29,2021-5-21,1.0.46.0,SocGroom,09:37:38,00:00:30.5358500,00:05:00.6860355

BehavCode, Occurrences, totalTime
Inactive,3,00:00:35.7689729
Threat/display,0,00:00:00
Sex/self/other,1,00:00:06.4038054
Locomotion,5,00:00:25.9944317
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,2,00:00:34.7265822
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,1,00:02:04.0701981
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,2,00:00:43.9189636
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,4,00:00:29.8030816
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
