Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,r13057
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,a261c13
Behavior Date:,2021-5-3
Behavior Time:,11:29 AM
Ethogram:,2021 bass.csv
Coding Began:,05/03/2021 11:29:43 AM
Coding Ended:,05/03/2021 11:34:47 AM
Session duration:,00:05:03
App Version:,1.0.44.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Tactile/expl,11:29:43,00:00:41.2553148,00:00:41.2553148
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Eat/drink,11:30:25,00:00:04.6283814,00:00:45.8836962
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Locomotion,11:30:29,00:00:02.8294978,00:00:48.7131940
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Tactile/expl,11:30:32,00:00:08.9107932,00:00:57.6239872
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Locomotion,11:30:41,00:00:03.0295939,00:01:00.6535811
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Tactile/expl,11:30:44,00:00:40.1300223,00:01:40.7836034
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Locomotion,11:31:24,00:00:01.8562819,00:01:42.6398853
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Inactive,11:31:26,00:00:10.7478846,00:01:53.3877699
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Tactile/expl,11:31:37,00:02:30.4287675,00:04:23.8165374
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Locomotion,11:34:07,00:00:03.3389705,00:04:27.1555079
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Tactile/expl,11:34:11,00:00:27.2462735,00:04:54.4017814
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Inactive,11:34:38,00:00:03.5467887,00:04:57.9485701
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Locomotion,11:34:41,00:00:02.0353241,00:04:59.9838942
ta,r13057,Pair,a261c13,2021-5-3,1.0.44.0,Inactive,11:34:43,00:00:01.9404553,00:05:01.9243495

BehavCode, Occurrences, totalTime
Inactive,3,00:00:16.2351286
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,5,00:00:13.0896682
Aggression,0,00:00:00
Eat/drink,1,00:00:04.6283814
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/expl,5,00:04:27.9711713
Jumping,0,00:00:00
FearGrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
