Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,Rh3016
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Single
Room/Cage:,Ab110c29
Behavior Date:,2021-6-15
Behavior Time:,11:20 AM
Ethogram:,2021 bass.csv
Coding Began:,06/15/2021 11:22:21 AM
Coding Ended:,06/15/2021 11:27:22 AM
Session duration:,00:05:00
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Inactive,11:22:21,00:01:26.2794354,00:01:26.2794354
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Tactile/explore,11:23:48,00:00:11.7655651,00:01:38.0450005
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Scratch,11:23:59,00:00:02.6987762,00:01:40.7437767
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Locomotion,11:24:02,00:00:01.2591055,00:01:42.0028822
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Inactive,11:24:03,00:00:43.2180724,00:02:25.2209546
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Locomotion,11:24:46,00:00:01.4755950,00:02:26.6965496
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Tactile/explore,11:24:48,00:01:01.7235706,00:03:28.4201202
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Threat/display,11:25:50,00:00:08.4360809,00:03:36.8562011
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Tactile/explore,11:25:58,00:00:08.2150245,00:03:45.0712256
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Threat/display,11:26:06,00:00:02.5046270,00:03:47.5758526
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Tactile/explore,11:26:09,00:00:02.6391634,00:03:50.2150160
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Locomotion,11:26:11,00:00:01.4759214,00:03:51.6909374
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Tactile/explore,11:26:13,00:00:53.1438870,00:04:44.8348244
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Locomotion,11:27:06,00:00:01.4633920,00:04:46.2982164
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Inactive,11:27:08,00:00:02.1268476,00:04:48.4250640
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Scratch,11:27:10,00:00:03.2644931,00:04:51.6895571
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Locomotion,11:27:13,00:00:01.7052141,00:04:53.3947712
BNP,Rh3016,Single,Ab110c29,2021-6-15,1.0.46.0,Tactile/explore,11:27:15,00:00:06.7933711,00:05:00.1881423

BehavCode, Occurrences, totalTime
Inactive,3,00:02:11.6243554
Threat/display,2,00:00:10.9407079
Sex/self/other,0,00:00:00
Locomotion,5,00:00:07.3792280
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,6,00:02:24.2805817
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,2,00:00:05.9632693
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
