Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R05012
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,Ab108c17
Behavior Date:,2021-6-23
Behavior Time:,11:33 AM
Ethogram:,2021 bass.csv
Coding Began:,06/23/2021 11:34:53 AM
Coding Ended:,06/23/2021 11:39:57 AM
Session duration:,00:05:03
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Social/play,11:34:53,00:00:53.3092956,00:00:53.3092956
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Vocal,11:35:46,00:00:02.4964618,00:00:55.8057574
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Threat/display,11:35:49,00:00:10.9350223,00:01:06.7407797
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Social/play,11:36:00,00:00:08.2823877,00:01:15.0231674
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Vocal,11:36:08,00:00:01.0622391,00:01:16.0854065
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Social/play,11:36:09,00:00:47.1536412,00:02:03.2390477
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Scratch,11:36:56,00:00:10.0959213,00:02:13.3349690
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,SocGroom,11:37:06,00:00:41.5852162,00:02:54.9201852
BNP,R05012,Pair,Ab108c17,2021-6-23,1.0.46.0,Social/play,11:37:48,00:02:08.0027237,00:05:02.9229089

BehavCode, Occurrences, totalTime
Inactive,0,00:00:00
Threat/display,1,00:00:10.9350223
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:10.0959213
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,1,00:00:41.5852162
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,4,00:03:56.7480482
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,2,00:00:03.5587009
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
