Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R08028
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Group
Room/Cage:,Ab119c21
Behavior Date:,2021-5-17
Behavior Time:,11:05 AM
Ethogram:,2021 bass.csv
Coding Began:,05/17/2021 11:06:40 AM
Coding Ended:,05/17/2021 11:11:42 AM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,SocGroom,11:06:40,00:00:20.9308800,00:00:20.9308800
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:07:01,00:00:02.5298096,00:00:23.4606896
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,SocGroom,11:07:03,00:00:43.9541178,00:01:07.4148074
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:07:47,00:00:02.5390721,00:01:09.9538795
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:07:50,00:00:08.4120937,00:01:18.3659732
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:07:58,00:00:04.8248956,00:01:23.1908688
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:08:03,00:00:04.8995482,00:01:28.0904170
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Scratch,11:08:08,00:00:07.5716804,00:01:35.6620974
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:08:15,00:00:29.1275125,00:02:04.7896099
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:08:45,00:00:12.0152894,00:02:16.8048993
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:08:57,00:01:09.8166031,00:03:26.6215024
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:10:06,00:00:02.0002859,00:03:28.6217883
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:10:08,00:00:53.2825935,00:04:21.9043818
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,SocGroom,11:11:02,00:00:26.9905419,00:04:48.8949237
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:11:29,00:00:02.2740991,00:04:51.1690228
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:11:31,00:00:04.4950828,00:04:55.6641056
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Threat/display,11:11:35,00:00:02.2423442,00:04:57.9064498
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,Inactive,11:11:38,00:00:02.0324710,00:04:59.9389208
BNP,R08028,Group,Ab119c21,2021-5-17,1.0.46.0,SocGroom,11:11:40,00:00:00.9895378,00:05:00.9284586

BehavCode, Occurrences, totalTime
Inactive,7,00:02:52.0659048
Threat/display,7,00:00:28.4257959
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:07.5716804
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,4,00:01:32.8650775
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
