Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,cy0891
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,mr1523c15
Behavior Date:,2021-5-21
Behavior Time:,11:34 AM
Ethogram:,2021 bass.csv
Coding Began:,05/21/2021 11:35:08 AM
Coding Ended:,05/21/2021 11:40:10 AM
Session duration:,00:05:02
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Inactive,11:35:08,00:00:41.0196941,00:00:41.0196941
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Locomotion,11:35:49,00:00:03.1932255,00:00:44.2129196
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Inactive,11:35:52,00:00:31.7163476,00:01:15.9292672
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Mantleshake,11:36:24,00:00:01.1568467,00:01:17.0861139
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Inactive,11:36:25,00:00:45.9662497,00:02:03.0523636
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Locomotion,11:37:11,00:00:04.2244228,00:02:07.2767864
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Tactile/explore,11:37:15,00:00:27.7296003,00:02:35.0063867
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Locomotion,11:37:43,00:00:03.6702278,00:02:38.6766145
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Inactive,11:37:47,00:00:29.4350817,00:03:08.1116962
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Eat/drink,11:38:16,00:00:07.1129514,00:03:15.2246476
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Inactive,11:38:23,00:00:59.0105781,00:04:14.2352257
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Locomotion,11:39:22,00:00:03.1690327,00:04:17.4042584
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Tactile/explore,11:39:25,00:00:15.9284458,00:04:33.3327042
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Locomotion,11:39:41,00:00:02.5533474,00:04:35.8860516
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Inactive,11:39:44,00:00:16.9495302,00:04:52.8355818
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Locomotion,11:40:01,00:00:04.1337015,00:04:56.9692833
ta,cy0891,Pair,mr1523c15,2021-5-21,1.0.46.0,Tactile/explore,11:40:05,00:00:04.0410801,00:05:01.0103634

BehavCode, Occurrences, totalTime
Inactive,6,00:03:44.0974814
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,6,00:00:20.9439577
Aggression,0,00:00:00
Eat/drink,1,00:00:07.1129514
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,3,00:00:47.6991262
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,1,00:00:01.1568467
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
