Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R16088
Obs Site:,Other Site
Obs Type:,Live
Housing:,Single
Room/Cage:,Ab144c22
Behavior Date:,2021-6-21
Behavior Time:,12:57 PM
Ethogram:,2021 bass.csv
Coding Began:,06/21/2021 12:58:08 PM
Coding Ended:,06/21/2021 13:03:10 PM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R16088,Single,Ab144c22,2021-6-21,1.0.46.0,Inactive,12:58:08,00:01:55.6063440,00:01:55.6063440
BNP,R16088,Single,Ab144c22,2021-6-21,1.0.46.0,Groom,01:00:03,00:00:59.9839810,00:02:55.5903250
BNP,R16088,Single,Ab144c22,2021-6-21,1.0.46.0,Inactive,01:01:03,00:02:05.1484101,00:05:00.7387351

BehavCode, Occurrences, totalTime
Inactive,2,00:04:00.7547541
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,1,00:00:59.9839810
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
