Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R16018
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,Ab108c21
Behavior Date:,2021-6-23
Behavior Time:,12:03 PM
Ethogram:,2021 bass.csv
Coding Began:,06/23/2021 12:03:49 PM
Coding Ended:,06/23/2021 12:08:51 PM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Tactile/explore,12:03:49,00:00:06.0732717,00:00:06.0732717
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Threat/display,12:03:55,00:00:03.1157782,00:00:09.1890499
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Tactile/explore,12:03:58,00:00:39.9600393,00:00:49.1490892
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Inactive,12:04:38,00:00:25.6890418,00:01:14.8381310
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Tactile/explore,12:05:04,00:00:11.3707425,00:01:26.2088735
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Scratch,12:05:15,00:00:06.5102037,00:01:32.7190772
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Inactive,12:05:22,00:00:46.5941780,00:02:19.3132552
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Tactile/explore,12:06:08,00:00:09.7322936,00:02:29.0455488
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Inactive,12:06:18,00:00:04.6419797,00:02:33.6875285
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Threat/display,12:06:23,00:00:05.6583272,00:02:39.3458557
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Inactive,12:06:29,00:00:24.6897671,00:03:04.0356228
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Tactile/explore,12:06:53,00:00:09.1449654,00:03:13.1805882
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Inactive,12:07:02,00:00:11.8069278,00:03:24.9875160
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Vocal,12:07:14,00:00:03.6173517,00:03:28.6048677
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,SocGroom,12:07:18,00:01:06.9364232,00:04:35.5412909
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Social/play,12:08:25,00:00:07.4970847,00:04:43.0383756
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,SocGroom,12:08:32,00:00:06.8862250,00:04:49.9246006
BNP,R16018,Pair,Ab108c21,2021-6-23,1.0.46.0,Social/play,12:08:39,00:00:10.6396066,00:05:00.5642072

BehavCode, Occurrences, totalTime
Inactive,5,00:01:53.4218944
Threat/display,2,00:00:08.7741054
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,5,00:01:16.2813125
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:06.5102037
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,2,00:01:13.8226482
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,2,00:00:18.1366913
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,1,00:00:03.6173517
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
