Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,r17017
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Single
Room/Cage:,a260c13
Behavior Date:,2021-5-18
Behavior Time:,12:22 PM
Ethogram:,2021 bass.csv
Coding Began:,05/18/2021 12:23:34 PM
Coding Ended:,05/18/2021 12:28:38 PM
Session duration:,00:05:04
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Inactive,12:23:34,00:00:42.9235482,00:00:42.9235482
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Locomotion,12:24:17,00:00:09.7611795,00:00:52.6847277
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Pacing,12:24:26,00:00:16.1276320,00:01:08.8123597
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Tactile/explore,12:24:42,00:00:29.0362010,00:01:37.8485607
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Locomotion,12:25:12,00:00:03.8925051,00:01:41.7410658
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Inactive,12:25:15,00:00:04.6242097,00:01:46.3652755
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Threat/display,12:25:20,00:00:02.0248249,00:01:48.3901004
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Locomotion,12:25:22,00:00:02.5459943,00:01:50.9360947
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Inactive,12:25:25,00:01:09.3264100,00:03:00.2625047
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Tactile/explore,12:26:34,00:00:16.3174760,00:03:16.5799807
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Inactive,12:26:50,00:00:36.1715679,00:03:52.7515486
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Locomotion,12:27:26,00:00:04.2480396,00:03:56.9995882
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Inactive,12:27:31,00:00:05.5568711,00:04:02.5564593
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Tactile/explore,12:27:36,00:00:11.5613078,00:04:14.1177671
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Locomotion,12:27:48,00:00:02.3744228,00:04:16.4921899
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Inactive,12:27:50,00:00:13.0157730,00:04:29.5079629
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Locomotion,12:28:03,00:00:04.0341351,00:04:33.5420980
ta,r17017,Single,a260c13,2021-5-18,1.0.46.0,Tactile/explore,12:28:07,00:00:29.4311086,00:05:02.9732066

BehavCode, Occurrences, totalTime
Inactive,6,00:02:51.6183799
Threat/display,1,00:00:02.0248249
Sex/self/other,0,00:00:00
Locomotion,6,00:00:26.8562764
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,1,00:00:16.1276320
Present,0,00:00:00
Tactile/explore,4,00:01:26.3460934
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
