Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,rh2840
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,a272c5
Behavior Date:,2021-5-11
Behavior Time:,10:37 AM
Ethogram:,2021 bass.csv
Coding Began:,05/11/2021 10:37:59 AM
Coding Ended:,05/11/2021 10:43:01 AM
Session duration:,00:05:02
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:37:59,00:00:51.7107769,00:00:51.7107769
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Present,10:38:50,00:00:02.3663911,00:00:54.0771680
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Lipsmack,10:38:53,00:00:02.7053715,00:00:56.7825395
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Present,10:38:55,00:00:26.8352481,00:01:23.6177876
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:39:22,00:00:56.3140588,00:02:19.9318464
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Lipsmack,10:40:18,00:00:05.1609758,00:02:25.0928222
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Mantleshake,10:40:24,00:00:01.9929889,00:02:27.0858111
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:40:26,00:00:25.3057741,00:02:52.3915852
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Locomotion,10:40:51,00:00:02.5945783,00:02:54.9861635
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:40:54,00:00:20.1827756,00:03:15.1689391
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Scratch,10:41:14,00:00:02.6261100,00:03:17.7950491
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:41:16,00:00:52.6324220,00:04:10.4274711
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Locomotion,10:42:09,00:00:01.6772434,00:04:12.1047145
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:42:11,00:00:26.9266629,00:04:39.0313774
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Tactile/explore,10:42:38,00:00:06.0383066,00:04:45.0696840
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Locomotion,10:42:44,00:00:02.2098649,00:04:47.2795489
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Inactive,10:42:46,00:00:04.5775431,00:04:51.8570920
ta,rh2840,Pair,a272c5,2021-5-11,1.0.46.0,Tactile/explore,10:42:50,00:00:09.1046504,00:05:00.9617424

BehavCode, Occurrences, totalTime
Inactive,7,00:03:57.6500134
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,3,00:00:06.4816866
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,2,00:00:29.2016392
Tactile/explore,2,00:00:15.1429570
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,2,00:00:07.8663473
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:02.6261100
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,1,00:00:01.9929889
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
